Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
196,AG,RasGhanada,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,196,UAE18196,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,21.2,0.089,UAE18196_ENNEVENT_16.4,24.84942,54.69458,Vial,
325,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,325,UAE18325,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.7,21.4,0.089,UAE18325_ENNEVENT_17.7,25.48247,56.36955,Vial,
665,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.2,0.089,UAE18---_ENNEVENT_17.9,25.49257,56.36386,NPNT-Lot,black dorsal
1294,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,19.5,0.089,UAE18---_ENNEVENT_16.6,25.60254,56.35142,NPNT-Lot,
1297,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.9,19.1,0.089,UAE18---_ENNEVENT_16.9,25.60254,56.35142,NPNT-Lot,
1517,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.1,19.6,0.089,UAE18---_ENNEVENT_16.1,25.48241,56.36623,NPNT-Lot,
188,AG,RasGhanada,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,188,UAE18188,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,20.4,0.09,UAE18188_ENNEVENT_17.5,24.84942,54.69458,Vial,
657,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,21.4,0.09,UAE18---_ENNEVENT_18.1,25.49257,56.36386,NPNT-Lot,
729,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,527,UAE18527,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,19.9,0.09,UAE18527_ENNEVENT_17.1,25.49257,56.36386,Vial,
1142,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,712,UAE18712,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.9,21.3,0.09,UAE18712_ENNEVENT_16.9,25.60345,56.35132,Vial,
1172,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.6,18.7,0.09,UAE18---_ENNEVENT_15.6,25.60345,56.35132,NPNT-Lot,
1488,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,857,UAE18857,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.8,20.5,0.09,UAE18857_ENNEVENT_16.8,25.48241,56.36623,Vial,
153,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,153,UAE18153,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,21.7,0.091,UAE18153_ENNEVENT_17.2,24.84762,54.69013,Vial,
162,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,162,UAE18162,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,20.4,0.091,UAE18162_ENNEVENT_16.2,24.84762,54.69013,Vial,
352,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.8,20.6,0.091,UAE18---_ENNEVENT_16.8,25.48247,56.36955,NPNT-Lot,
360,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.9,20.4,0.091,UAE18---_ENNEVENT_16.9,25.48247,56.36955,NPNT-Lot,
656,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,21.2,0.091,UAE18---_ENNEVENT_18.2,25.49257,56.36386,NPNT-Lot,
1364,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.7,0.091,UAE18---_ENNEVENT_16.6,25.49206,56.36461,NPNT-Lot,
1515,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.3,19,0.091,UAE18---_ENNEVENT_16.3,25.48241,56.36623,NPNT-Lot,
169,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,169,UAE18169,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.5,0.092,UAE18169_ENNEVENT_16.6,24.84762,54.69013,Vial,
190,AG,RasGhanada,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,190,UAE18190,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,21,0.092,UAE18190_ENNEVENT_17,24.84942,54.69458,Vial,
242,AG,RasGhanada,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,242,UAE18242,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,21.1,0.092,UAE18242_ENNEVENT_17,24.845681,54.69289,Vial,
1187,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.6,19,0.092,UAE18---_ENNEVENT_15.6,25.60345,56.35132,NPNT-Lot,
1527,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,19.9,0.092,UAE18---_ENNEVENT_16.7,25.48241,56.36623,NPNT-Lot,
224,AG,RasGhanada,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,224,UAE18224,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,20.5,0.093,UAE18224_ENNEVENT_17.2,24.845681,54.69289,Vial,
317,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,317,UAE18317,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.9,21.3,0.093,UAE18317_ENNEVENT_16.9,25.48247,56.36955,Vial,
647,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.7,21.3,0.093,UAE18---_ENNEVENT_17.7,25.49257,56.36386,NPNT-Lot,
660,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.6,23.3,0.093,UAE18---_ENNEVENT_19.6,25.49257,56.36386,NPNT-Lot,
937,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,616,UAE18616,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.5,0.093,UAE18616_ENNEVENT_17.9,25.48209,56.36566,Vial,
948,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,627,UAE18627,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,19.1,0.093,UAE18627_ENNEVENT_16.7,25.48209,56.36566,Vial,
953,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,632,UAE18632,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,19.9,0.093,UAE18632_ENNEVENT_16.2,25.48209,56.36566,Vial,
1389,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,20.8,0.093,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,
1529,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,19.2,0.093,UAE18---_ENNEVENT_16.4,25.48241,56.36623,NPNT-Lot,
186,AG,RasGhanada,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,186,UAE18186,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,21.1,0.094,UAE18186_ENNEVENT_17,24.84942,54.69458,Vial,
191,AG,RasGhanada,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,191,UAE18191,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,21.3,0.094,UAE18191_ENNEVENT_17.1,24.84942,54.69458,Vial,
320,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,320,UAE18320,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,20.4,0.094,UAE18320_ENNEVENT_16.7,25.48247,56.36955,Vial,
1302,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,20.2,0.094,UAE18---_ENNEVENT_17,25.60254,56.35142,NPNT-Lot,
1367,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,20.4,0.094,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,
645,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,19.9,0.095,UAE18---_ENNEVENT_17.6,25.49257,56.36386,NPNT-Lot,
650,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.3,20,0.095,UAE18---_ENNEVENT_16.3,25.49257,56.36386,NPNT-Lot,
956,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,635,UAE18635,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,19.8,0.095,UAE18635_ENNEVENT_16.6,25.48209,56.36566,Vial,
1141,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,711,UAE18711,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,20,0.095,UAE18711_ENNEVENT_16.7,25.60345,56.35132,Vial,
95,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,95,UAE18095,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.5,20.8,0.096,UAE18095_ENNEVENT_16.5,24.36375,54.10164,Vial,
113,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,113,UAE18113,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.8,23.2,0.096,UAE18113_ENNEVENT_18.8,24.36375,54.10164,Vial,
200,AG,RasGhanada,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,200,UAE18200,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,21.7,0.096,UAE18200_ENNEVENT_17.2,24.84942,54.69458,Vial,
349,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.7,0.096,UAE18---_ENNEVENT_16.6,25.48247,56.36955,NPNT-Lot,
362,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,20.8,0.096,UAE18---_ENNEVENT_16.7,25.48247,56.36955,NPNT-Lot,
612,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,479,UAE18479,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,21,0.096,UAE18479_ENNEVENT_17.2,25.49257,56.36386,Vial,
636,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.6,22,0.096,UAE18---_ENNEVENT_18.6,25.49257,56.36386,NPNT-Lot,
954,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,633,UAE18633,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,21,0.096,UAE18633_ENNEVENT_17.6,25.48209,56.36566,Vial,
473,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,21,0.097,UAE18---_ENNEVENT_16.7,25.49182,56.36369,NPNT-Lot,
1368,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,21.3,0.097,UAE18---_ENNEVENT_18.2,25.49206,56.36461,NPNT-Lot,
358,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,21.2,0.098,UAE18---_ENNEVENT_17.5,25.48247,56.36955,NPNT-Lot,
230,AG,RasGhanada,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,230,UAE18230,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.5,20.8,0.099,UAE18230_ENNEVENT_16.5,24.845681,54.69289,Vial,
648,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.4,20.7,0.099,UAE18---_ENNEVENT_17.4,25.49257,56.36386,NPNT-Lot,
1365,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,19.1,0.099,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,
1388,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,21.1,0.099,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,
620,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.4,21.1,0.1,UAE18---_ENNEVENT_17.4,25.49257,56.36386,NPNT-Lot,
1173,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,20.3,0.1,UAE18---_ENNEVENT_17.3,25.60345,56.35132,NPNT-Lot,
1509,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.8,19.9,0.1,UAE18---_ENNEVENT_16.8,25.48241,56.36623,NPNT-Lot,
1518,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,19.9,0.1,UAE18---_ENNEVENT_17,25.48241,56.36623,NPNT-Lot,
26,AG,Saadiyat,SaadiyatI,B2,Patchreef,27/04/18,6.4,250,UAE18,26,UAE18026,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,21.1,0.101,UAE18026_ENNEVENT_17.3,24.599,54.4215,Vial,
625,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.4,0.101,UAE18---_ENNEVENT_17.9,25.49257,56.36386,NPNT-Lot,
646,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,21.4,0.101,UAE18---_ENNEVENT_18.1,25.49257,56.36386,NPNT-Lot,
1387,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,20.8,0.101,UAE18---_ENNEVENT_17.6,25.49206,56.36461,NPNT-Lot,
479,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.5,20.1,0.102,UAE18---_ENNEVENT_16.5,25.49182,56.36369,NPNT-Lot,
619,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.7,21.3,0.102,UAE18---_ENNEVENT_17.7,25.49257,56.36386,NPNT-Lot,
725,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,523,UAE18523,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.6,0.102,UAE18523_ENNEVENT_16.6,25.49257,56.36386,Vial,
1519,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,20,0.102,UAE18---_ENNEVENT_16.7,25.48241,56.36623,NPNT-Lot,
1523,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,19.8,0.102,UAE18---_ENNEVENT_16.7,25.48241,56.36623,NPNT-Lot,
324,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,324,UAE18324,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.5,0.103,UAE18324_ENNEVENT_17.9,25.48247,56.36955,Vial,
630,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,21.1,0.103,UAE18---_ENNEVENT_17.8,25.49257,56.36386,NPNT-Lot,
87,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,87,UAE18087,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,22,0.104,UAE18087_ENNEVENT_17,24.36375,54.10164,Vial,
639,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,20.9,0.104,UAE18---_ENNEVENT_17.3,25.49257,56.36386,NPNT-Lot,
651,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,21.2,0.104,UAE18---_ENNEVENT_17.5,25.49257,56.36386,NPNT-Lot,
655,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.3,22.4,0.104,UAE18---_ENNEVENT_19.3,25.49257,56.36386,NPNT-Lot,
1299,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,21.9,0.104,UAE18---_ENNEVENT_18.3,25.60254,56.35142,NPNT-Lot,
27,AG,Saadiyat,SaadiyatI,B2,Patchreef,27/04/18,6.4,250,UAE18,27,UAE18027,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,21.5,0.105,UAE18027_ENNEVENT_17.8,24.599,54.4215,Vial,
114,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,114,UAE18114,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,21.1,0.105,UAE18114_ENNEVENT_16.4,24.36375,54.10164,Vial,
316,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,316,UAE18316,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,21.2,0.105,UAE18316_ENNEVENT_17.3,25.48247,56.36955,Vial,
623,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,21.4,0.105,UAE18---_ENNEVENT_17.6,25.49257,56.36386,NPNT-Lot,
658,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,20.6,0.105,UAE18---_ENNEVENT_17.3,25.49257,56.36386,NPNT-Lot,
955,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,634,UAE18634,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,21.2,0.105,UAE18634_ENNEVENT_18.1,25.48209,56.36566,Vial,
1190,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,20.4,0.105,UAE18---_ENNEVENT_17.6,25.60345,56.35132,NPNT-Lot,
1490,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,859,UAE18859,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,21.8,0.105,UAE18859_ENNEVENT_18.3,25.48241,56.36623,Vial,
356,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,21.1,0.106,UAE18---_ENNEVENT_17.5,25.48247,56.36955,NPNT-Lot,
631,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,20.4,0.106,UAE18---_ENNEVENT_17.1,25.49257,56.36386,NPNT-Lot,
944,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,623,UAE18623,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,20.4,0.106,UAE18623_ENNEVENT_17.6,25.48209,56.36566,Vial,
322,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,322,UAE18322,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,21.1,0.107,UAE18322_ENNEVENT_17.1,25.48247,56.36955,Vial,
633,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.7,21.7,0.107,UAE18---_ENNEVENT_17.7,25.49257,56.36386,NPNT-Lot,
1491,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,860,UAE18860,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.3,0.107,UAE18860_ENNEVENT_17.9,25.48241,56.36623,Vial,
637,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,21.4,0.108,UAE18---_ENNEVENT_17.8,25.49257,56.36386,NPNT-Lot,
475,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,20,0.109,UAE18---_ENNEVENT_17.1,25.49182,56.36369,NPNT-Lot,
1293,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,20.4,0.109,UAE18---_ENNEVENT_18.1,25.60254,56.35142,NPNT-Lot,
1526,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,21.1,0.109,UAE18---_ENNEVENT_17.3,25.48241,56.36623,NPNT-Lot,
613,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,480,UAE18480,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.5,21.4,0.11,UAE18480_ENNEVENT_18.5,25.49257,56.36386,Vial,
618,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,21.5,0.11,UAE18---_ENNEVENT_18.1,25.49257,56.36386,NPNT-Lot,
723,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,521,UAE18521,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.4,21.4,0.11,UAE18521_ENNEVENT_17.4,25.49257,56.36386,Vial,
1375,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,22,0.11,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,
219,AG,RasGhanada,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,219,UAE18219,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.4,21.7,0.111,UAE18219_ENNEVENT_17.4,24.845681,54.69289,Vial,
478,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,20.6,0.111,UAE18---_ENNEVENT_17.9,25.49182,56.36369,NPNT-Lot,
628,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18,21.3,0.111,UAE18---_ENNEVENT_18,25.49257,56.36386,NPNT-Lot,
632,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,21.2,0.111,UAE18---_ENNEVENT_17.6,25.49257,56.36386,NPNT-Lot,
